time_step,bus_voltages,bus_angles,load_p,load_q,gen_p,gen_q,mean_bus_voltage,mean_bus_angle,sum_load_p,sum_load_q,sum_gen_p,sum_gen_q
61,"[1.06, 1.045, 1.01, 1.029295695856962, 1.0301004625037526, 1.07, 1.0737522560748938, 1.0900000000000003, 1.0751775572551976, 1.070262101523929, 1.0683000209457125, 1.0629330937302754, 1.0612457216397686, 1.0594898957346286]","[0.0, -2.031169243734691, -6.0201734187486755, -5.033999501761114, -4.216306799343302, -7.048184010837106, -6.726503308732257, -6.726503308732254, -7.59795023418784, -7.6606982561347445, -7.435205488360678, -7.516758405402116, -7.583825129913357, -8.123651844434972]","[11.919074232654781, 51.74086602378247, 26.254919277460754, 4.1744223118975246, 6.1517802491121465, 16.203349763286457, 4.9433948430365415, 1.9224313278475438, 3.350523171391435, 7.415092264554819, 8.184064795693832]","[6.975679389618233, 10.436055779743814, -2.1421377653158356, 0.8788257498731634, 4.119495702530453, 9.117817154934068, 3.1857433432902167, 0.9886789686073088, 0.8788257498731634, 3.1857433432902167, 2.7463304683536345]","[40.0, 0.0, 0.0, 0.0]","[6.260851928979491, -6.04543044876155, -7.579706001228329, 10.053954515109869]",1.0575397718046513,-5.980066353594508,142.2599182607183,40.37105788479844,40.0,2.6896699940994804
62,"[1.06, 1.0450000000000002, 1.01, 1.0308805506163734, 1.0314896073544348, 1.0699999999999998, 1.0754896936666465, 1.09, 1.077977922651108, 1.0730936167127216, 1.0699847238583426, 1.0641133444557254, 1.0628902107225413, 1.063055290414773]","[0.0, -1.582788414061718, -4.995242413589923, -4.227009321521747, -3.519410180606553, -5.9535024838351225, -5.712593692310753, -5.712593692310753, -6.476706980751649, -6.525040956234736, -6.3119526661406775, -6.362428223208107, -6.427329246079474, -6.916930973720153]","[10.386336105003599, 45.08722862172066, 22.878657411021745, 3.6376108017524103, 5.360689602582504, 14.11967350680213, 4.307697002075222, 1.6752155008070306, 2.9196613014065407, 6.4615455031128395, 7.131631703435647]","[6.078639102928371, 9.094027004381028, -1.8666687008992637, 0.7658128003689287, 3.589747501729353, 7.9453078038276335, 2.776071401337366, 0.8615394004150447, 0.7658128003689287, 2.776071401337366, 2.3931650011529015]","[40.0, 0.0, 0.0, 0.0]","[1.5398322435917606, -10.541162831532562, -10.451570287847986, 8.978844112038233]",1.0588553543180477,-5.051680660312241,123.96594705972032,35.179525516947656,40.0,-10.474056763750552
63,"[1.06, 1.045, 1.01, 1.0316192366723518, 1.032131421367517, 1.0700000000000003, 1.0763068048350648, 1.0899999999999999, 1.0793016912334163, 1.0744347195931956, 1.070783735949963, 1.064676443377571, 1.0636737824473543, 1.0647484739252635]","[0.0, -1.3689487730049579, -4.505827226778949, -3.8416294344352786, -3.1865898193200994, -5.430881311578735, -5.228393708986294, -5.228393708986294, -5.941321857330079, -5.982796469819623, -5.775630773322995, -5.811272212087969, -5.875131204585599, -6.340873251610294]","[9.65112548862978, 41.895669171839856, 21.25916121458541, 3.3801176826537462, 4.98122605864763, 13.120193636616525, 4.002770939984699, 1.5566331433273828, 2.712989192656297, 6.004156409977054, 6.626809667308003]","[5.648354548645076, 8.450294206634368, -1.7345340739933703, 0.7116037226639468, 3.3356424499872506, 7.382888622638446, 2.5795634946568065, 0.8005541879969401, 0.7116037226639468, 2.5795634946568065, 2.223761633324833]","[40.0, 0.0, 0.0, 0.0]","[-0.6222911694228799, -12.662633367028103, -11.800830559604847, 8.473223235753126]",1.0594768792429785,-4.608406410846227,115.19085260622639,32.68929600987505,40.0,-16.612531860302703
64,"[1.06, 1.0449999999999997, 1.0099999999999998, 1.0317471530851412, 1.0322421785924374, 1.0700000000000003, 1.0764487988365692, 1.0900000000000003, 1.0795321864097744, 1.074668407986047, 1.0709230365790092, 1.0647748368135637, 1.063810633264114, 1.0650438131847475]","[0.0, -1.3315882938780934, -4.42027947496816, -3.774264005334538, -3.1284108940136695, -5.339535143084198, -5.143753722270311, -5.143753722270312, -5.84773931753912, -5.888016486920958, -5.681885989375635, -5.714934914711628, -5.778611238735373, -6.240190824244974]","[9.522396576994273, 41.33685518676774, 20.975601676512728, 3.335032902541771, 4.914785330061561, 12.945193503287149, 3.9493810687994655, 1.5358704156442364, 2.6768027244085277, 5.924071603199204, 6.538419769456895]","[5.5730155081948025, 8.33758225635443, -1.7113984631464358, 0.7021121900087941, 3.2911508906662226, 7.2844139713412375, 2.545156688781878, 0.7898762137598934, 0.7021121900087941, 2.545156688781878, 2.194100593777481]","[40.0, 0.0, 0.0, 0.0]","[-0.994094945200473, -13.031768747576262, -12.03520607042426, 8.38535865349985]",1.0595850746251003,-4.530926001953356,113.65441075767356,32.25327872852898,40.0,-17.675711109701147
65,"[1.06, 1.0450000000000002, 1.01, 1.0295452285286608, 1.0303202330596342, 1.07, 1.0740244537404955, 1.0899999999999999, 1.0756150227620898, 1.07070394796928, 1.068562711014791, 1.0631165041789499, 1.0615014644008087, 1.0600454262375578]","[0.0, -1.9614740930951087, -5.860973729709399, -4.90865732034775, -4.108067399981782, -6.878129496791158, -6.569022807355266, -6.569022807355264, -7.423785052128957, -7.48428977765966, -7.260723884134699, -7.337448720665873, -7.404180513438419, -7.936182833693548]","[11.681620588432857, 50.710076471445824, 25.73186470631753, 4.091258823598602, 6.029223529513733, 15.880544117915637, 4.844911764787817, 1.8841323529730398, 3.2837735294673, 7.267367647181733, 8.021020588370945]","[6.836708823645033, 10.228147058996507, -2.0994617647413882, 0.86131764707339, 4.037426470656516, 8.93617058838642, 3.1222764706410384, 0.9689823529575637, 0.86131764707339, 3.1222764706410384, 2.6916176471043434]","[40.0, 0.0, 0.0, 0.0]","[5.510416959752931, -6.7484175025912485, -8.029882305170661, 9.88552110295762]",1.0577453565637336,-5.835854174025492,139.42579412000504,39.56677941243385,40.0,0.6176382549486412
66,"[1.06, 1.0449999999999997, 1.0100000000000005, 1.0314741951614583, 1.0320056973522727, 1.0699999999999998, 1.0761459808209801, 1.09, 1.0790407943783442, 1.0741702712909509, 1.0706261253612486, 1.0645651966665406, 1.0635190306047022, 1.0644143678145448]","[0.0, -1.4111914155480438, -4.602539489525975, -3.9177854972691817, -3.252360243379136, -5.5341507450396055, -5.324078305824615, -5.3240783058246155, -6.047117632926434, -6.089946514785159, -5.88161050293673, -5.920182952785074, -5.9842482644316295, -6.454698900907723]","[9.796576743328192, 42.52707507933249, 21.579556144289747, 3.431059135912176, 5.056297673975842, 13.317926909132797, 4.063096345159155, 1.580093023117449, 2.7538764117189842, 6.094644517738739, 6.726681726985715]","[5.733480398169032, 8.577647839780441, -1.7606750829023012, 0.7223282391394056, 3.3859136209659644, 7.494155481071331, 2.618439866880345, 0.8126192690318313, 0.7223282391394056, 2.618439866880345, 2.257275747310642]","[40.0, 0.0, 0.0, 0.0]","[-0.19976860908816718, -12.24471736148005, -11.535340592868884, 8.572739656617488]",1.059354404246503,-4.69599919794171,116.92688371069129,33.18195348546644,40.0,-15.407086906819613
67,"[1.06, 1.0449999999999997, 1.0100000000000002, 1.0297438167513626, 1.0304948607288016, 1.07, 1.074241434299056, 1.0899999999999999, 1.0759640749559136, 1.0710566233048529, 1.0687724393325806, 1.063263100859096, 1.0617058246583988, 1.0604890623179415]","[0.0, -1.9057727075770958, -5.7337092300343855, -4.808457280718058, -4.021538734472626, -6.742193382067243, -6.443130936405109, -6.443130936405109, -7.284558851462555, -7.343271451516502, -7.12124587317869, -7.194111358947583, -7.260575021123005, -7.786328637455888]","[11.491634216867732, 49.88534300594192, 25.31336938093445, 4.0247198178891574, 5.931166047415605, 15.622267714175031, 4.766115573816108, 1.8534893898173748, 3.230367222253141, 7.149173360724168, 7.890569116651114]","[6.72551864305162, 10.061799544722897, -2.0653167486536472, 0.847309435345086, 3.971762978180091, 8.790835391705265, 3.0714967031259364, 0.9532231147632219, 0.847309435345086, 3.0714967031259364, 2.647841985453393]","[40.0, 0.0, 0.0, 0.0]","[4.915047405022456, -7.309152926713734, -8.388671460505593, 9.751255528827029]",1.0579093740862862,-5.720573171525989,137.15821484648578,38.923277186164896,40.0,-1.0315214533698427
68,"[1.06, 1.045, 1.0099999999999998, 1.0288046531597916, 1.029666885073145, 1.07, 1.0732180345667637, 1.09, 1.0743202982850404, 1.0693967695031477, 1.0677857694899426, 1.0625747022794623, 1.0607457875274005, 1.0584028013745683]","[0.0, -2.167375928427702, -6.331181481255496, -5.278859737628316, -4.427752964362601, -7.380421741279546, -7.034146767601299, -7.0341467676013, -7.938202298217509, -8.005337468491756, -7.7760802901328665, -7.867066052673069, -7.934785546064465, -8.489922443002714]","[12.382290087714354, 53.75169245450191, 27.275274939757885, 4.336654592932214, 6.390859400110636, 16.833067169934264, 5.135512017946042, 1.9971435625345717, 3.4807359232745414, 7.703268026919071, 8.502125451932896]","[7.246778069768307, 10.841636482330538, -2.2253885411099525, 0.9129799143015189, 4.279593348288371, 9.472166610878256, 3.3095521893430058, 1.027102403589209, 0.9129799143015189, 3.3095521893430058, 2.853062232192246]","[40.0, 0.0, 0.0, 0.0]","[7.745042101226289, -4.667158054720799, -6.695916111378434, 10.384525871261864]",1.057136835804233,-6.261805677624189,147.7886236275584,41.940014813226014,40.0,6.766493806388921
69,"[1.06, 1.045, 1.0099999999999998, 1.0270984252038433, 1.02814947961249, 1.0700000000000003, 1.07137576854665, 1.0899999999999999, 1.0713770535867218, 1.0664308640204743, 1.0660252906675414, 1.061354334041465, 1.0590414318148167, 1.0546855253091094]","[0.0, -2.6313881125459386, -7.389510427361975, -6.112058015384587, -5.1472194048229465, -8.511254123721555, -8.080985236208104, -8.080985236208107, -9.096144935633038, -9.178256189953911, -8.936187970922877, -9.059279588550455, -9.129205138034, -9.736687347090415]","[13.951882363880673, 60.56531422477227, 30.73271783380166, 4.886373546796914, 7.20097154264809, 18.96684468822488, 5.786494989627925, 2.2503036070775257, 3.9219577151922618, 8.679742484441896, 9.579863927272902]","[8.165387374252742, 12.21593386699229, -2.507481162172102, 1.028710220378298, 4.822079158023273, 10.67286853642484, 3.72907454887133, 1.1572989979255854, 1.028710220378298, 3.72907454887133, 3.2147194386821805]","[40.0, 0.0, 0.0, 0.0]","[12.97538020506753, 0.07158342616684088, -3.6455885817354456, 11.524503141726463]",1.0557527266287938,-7.220654409031278,166.522466923737,47.256375748628066,40.0,20.925878191225387
70,"[1.06, 1.0449999999999993, 1.0100000000000002, 1.032990786282594, 1.0333127978477312, 1.07, 1.0778373095044937, 1.0900000000000003, 1.0817934609716464, 1.0769638152752652, 1.0722924711481168, 1.0657456688178288, 1.0651598521346655, 1.067949602433125]","[0.0, -0.9630285376224607, -3.5756996519403605, -3.1091440073595966, -2.553975693055833, -4.437791595360134, -4.308065221502132, -4.308065221502134, -4.9238332653443555, -4.952313027213713, -4.756401907169077, -4.7638635845339286, -4.82572805490363, -5.246341839087038]","[8.248076222185164, 35.805012909209296, 18.16857342951386, 2.888727156157014, 4.257071598547181, 11.212822514030524, 3.420861105975411, 1.3303348745459929, 2.318583638494446, 5.1312916589631214, 5.663425608781516]","[4.827215116209748, 7.221817890392536, -1.4823731459226788, 0.60815308550674, 2.8507175883128437, 6.309588262132425, 2.204554934961932, 0.6841722211950825, 0.60815308550674, 2.204554934961932, 1.9004783922085617]","[40.0, 0.0, 0.0, 0.0]","[-4.566828655036332, -16.648975734796778, -14.325577488451732, 7.526161021914376]",1.060646126029676,-3.7660179718995996,98.44478071640353,27.93703236546586,40.0,-28.015220856370462
71,"[1.06, 1.045, 1.01, 1.035008860875447, 1.0350242891377777, 1.0700000000000003, 1.0801239627070467, 1.09, 1.0855479670154282, 1.080786613604951, 1.074577895550353, 1.0673804603505674, 1.0674274633563017, 1.072808860963658]","[0.0, -0.34263778487194135, -2.151315054129229, -1.98718749001517, -1.584924392444345, -2.9172573289188786, -2.8983200533282325, -2.8983200533282325, -3.3655824876159763, -3.3742653535530898, -3.1955862059753137, -3.159931730989473, -3.2187054914579103, -3.5707525256970527]","[6.085085836986882, 26.415441743970682, 13.404013963501056, 2.1311821364562338, 3.140689464251294, 8.272351713876178, 2.5237683194876452, 0.9814654575785284, 1.7105540832082933, 3.785652479231471, 4.17823866226288]","[3.5613175174992335, 5.327955341140585, -1.0936329384446466, 0.44866992346447043, 2.103140266239705, 4.654950455943879, 1.6264284725587048, 0.5047536638975292, 0.44866992346447043, 1.6264284725587048, 1.4020935108264696]","[40.0, 0.0, 0.0, 0.0]","[-10.188665377858776, -22.636788505980135, -18.091114162588138, 6.111201049854799]",1.0624061695401095,-2.476056139451775,72.62844386081115,20.610774609149104,40.0,-44.805366996572246
72,"[1.06, 1.045, 1.0100000000000002, 1.0348524398770476, 1.0348928611898347, 1.0700000000000003, 1.0799451282575119, 1.09, 1.0852528978765568, 1.0804856360166297, 1.0743977388239703, 1.0672509190681487, 1.0672479753581017, 1.0724253550859983]","[0.0, -0.39178957310635454, -2.2642907382827415, -2.076188100681197, -1.6617985855772144, -3.037850719174709, -3.0101536459135634, -3.0101536459135634, -3.4891827437512846, -3.4994313034617694, -3.3193855288251064, -3.287148918507026, -3.346169438796607, -3.7036312294409877]","[6.25726815906534, 27.162887584514035, 13.783291152226877, 2.1914856225297954, 3.2295577595175953, 8.506424455872239, 2.595180342469494, 1.0092367998492475, 1.7589555654515465, 3.892770513704245, 4.296465233643942]","[3.6620878165958426, 5.478714056324489, -1.1245781484034478, 0.4613653942167992, 2.162650285391246, 4.786665964999289, 1.6724495540358963, 0.519036068493899, 0.4613653942167992, 1.6724495540358963, 1.4417668569274968]","[40.0, 0.0, 0.0, 0.0]","[-9.761295233342796, -22.167067627165107, -17.796919990712276, 6.221862162538894]",1.0622679251109857,-2.578369583673723,74.68352318884435,21.193972796834203,40.0,-43.50342068868129
73,"[1.06, 1.045, 1.0099999999999996, 1.0352316795750074, 1.035211128542598, 1.07, 1.0803791988044018, 1.0899999999999999, 1.0859695331622803, 1.0812167850393926, 1.0748354504490412, 1.0675658570583433, 1.0676842836352427, 1.0733572654226082]","[0.0, -0.27229470730415006, -1.9895930915462792, -1.8597812834522585, -1.4748765212332038, -2.7446326017082874, -2.7382266543983826, -2.7382266543983826, -3.1886489392146675, -3.1950918919038958, -3.0183689991544447, -2.9778225569558248, -3.0362425980909133, -3.380545564790672]","[5.838426399417135, 25.344689715442104, 12.86068119318613, 2.0447944993350324, 3.0133813674411023, 7.937031280313618, 2.4214671702651693, 0.9416816773253435, 1.6412166376241708, 3.6322007553977578, 4.008873426327893]","[3.416959229151962, 5.1119862483375815, -1.0493024404482405, 0.43048305249158586, 2.0178893085543086, 4.4662616696002, 1.5605010652819982, 0.4842934340530341, 0.43048305249158586, 1.5605010652819982, 1.3452595390362054]","[40.0, 0.0, 0.0, 0.0]","[-10.794873777975447, -23.30761244483802, -18.510901803548492, 5.953263300142908]",1.0626036558349228,-2.3295965760108115,69.68444412207545,19.77531522383222,40.0,-46.66012472621905
74,"[1.06, 1.0450000000000004, 1.0100000000000002, 1.0336655403671835, 1.0338887622541957, 1.0700000000000003, 1.0785970412949966, 1.0900000000000003, 1.0830365411320788, 1.078227870443396, 1.0730475089449787, 1.0662837188949559, 1.0659067793105783, 1.0695535793481525]","[0.0, -0.7588152708019777, -3.1072156684570587, -2.740164313036859, -2.2352912678477574, -3.937654252895377, -3.8444505109086156, -3.844450510908616, -4.411337527018768, -4.433292354974119, -4.243049290238469, -4.23632443745327, -4.297177241329757, -4.695167419560727]","[7.538561346214902, 32.72499902366098, 16.605678910095495, 2.640233466877107, 3.8908703722399496, 10.248274641167725, 3.1265922634070997, 1.215896991324983, 2.1191347563092573, 4.689888395110654, 5.176247191640646]","[4.411969082807798, 6.600583667192769, -1.3548566474764105, 0.5558386246057069, 2.605493552839251, 5.766825730284205, 2.0149150141956866, 0.6253184526814203, 0.5558386246057069, 2.0149150141956866, 1.7369957018928335]","[40.0, 0.0, 0.0, 0.0]","[-6.471838157116039, -18.63406627341757, -15.577567789823815, 7.056045976982084]",1.0612290958564656,-3.341742147530812,89.97637735804878,25.533836817824653,40.0,-33.62742624337534
75,"[1.06, 1.0450000000000002, 1.0099999999999998, 1.031459989296624, 1.0319933756203585, 1.0700000000000003, 1.07613023937066, 1.0899999999999999, 1.0790152671563642, 1.0741444001613145, 1.0706107076999298, 1.0645543189173272, 1.0635038975375917, 1.0643816881679735]","[0.0, -1.4153220174435046, -4.611995448224787, -3.9252315367142505, -3.2587908220890736, -5.544247942826484, -5.333433705459078, -5.333433705459078, -6.057461733911982, -6.1004230598014155, -5.891972620431472, -5.9308316562787, -5.994917129863344, -6.465828310034455]","[9.810793690335439, 42.5887910428386, 21.610872737236587, 3.4360383431589536, 5.063635453076356, 13.337254095156474, 4.068992774793497, 1.5823860790863598, 2.757872880693371, 6.103489162190251, 6.736443593824793]","[5.741800915541937, 8.590095857897387, -1.7632302024105162, 0.723376493296622, 3.3908273123279153, 7.505031117952449, 2.622239788200254, 0.8137985549586998, 0.723376493296622, 2.622239788200254, 2.2605515415519433]","[40.0, 0.0, 0.0, 0.0]","[-0.158331766770047, -12.203821483459175, -11.509352533247664, 8.582480321306003]",1.0593424202805817,-4.704563549181259,117.09656985239069,33.230107660813566,40.0,-15.289025462170882
76,"[1.06, 1.0449999999999995, 1.01, 1.0301158599485738, 1.0308213493605278, 1.0700000000000003, 1.0746487944453202, 1.09, 1.0766201849364565, 1.0717198523511258, 1.0691669751504551, 1.0635392714193397, 1.0620906935477985, 1.0613238805171588]","[0.0, -1.8008489569133417, -5.493911228998931, -4.619652125009674, -3.85849239582825, -6.486069296214403, -6.205914828289075, -6.205914828289074, -7.022225773589837, -7.077564378131915, -6.858441060111313, -6.9240351431398945, -6.989992648223557, -7.503986911015045]","[11.133254517898974, 48.32961177816048, 24.52394313159313, 3.8992043472825877, 5.746195880205922, 15.135069505899528, 4.6174788323083265, 1.7956862125643491, 3.1296245418978668, 6.926218248462496, 7.644492733488234]","[6.515775685590642, 9.748010868206473, -2.000907494000276, 0.8208851257437029, 3.847899026923607, 8.516683179590913, 2.975708580820922, 0.9234957664616658, 0.8208851257437029, 2.975708580820922, 2.565266017949071]","[40.0, 0.0, 0.0, 0.0]","[3.8041626900874093, -8.362733374873153, -9.062103572365752, 9.49918481669102]",1.058217632976911,-5.5033606838395945,132.88077972976188,37.70941046385134,40.0,-4.121489440460476
77,"[1.06, 1.045, 1.0100000000000002, 1.0288981906299037, 1.029749587417859, 1.0699999999999998, 1.0733196534519729, 1.0899999999999996, 1.0744832312310362, 1.0695611849450777, 1.067883457087325, 1.0626427156181275, 1.0608406825755767, 1.0586092628346715]","[0.0, -2.1415254218329896, -6.272167727963656, -5.23239798183734, -4.3876317904211, -7.3173771568866615, -6.975772010417063, -6.975772010417065, -7.873638641738215, -7.939940871183103, -7.7113980017023565, -7.80059380113884, -7.868189588582665, -8.420418866314499]","[12.294462948660904, 53.37043362967079, 27.081812393824478, 4.305894857595521, 6.345529263824982, 16.713670828824732, 5.099086015573643, 1.9829778949453054, 3.456047188333248, 7.6486290233604715, 8.441820181338592]","[7.195376933087255, 10.764737143988809, -2.209603940081913, 0.9065041805464258, 4.249238346311371, 9.404980873169164, 3.286077654480793, 1.019817203114729, 0.9065041805464258, 3.286077654480793, 2.83282556420758]","[40.0, 0.0, 0.0, 0.0]","[7.461570812709596, -4.929186296363758, -6.864056004558176, 10.321645039653227]",1.057213426127968,-6.208344562173969,146.74036422595267,41.64253579385143,40.0,5.9899735514408885
78,"[1.06, 1.0449999999999997, 1.01, 1.0255288836666028, 1.0267397286051063, 1.07, 1.069698997046234, 1.0899999999999999, 1.068714963432976, 1.0637548252070097, 1.064439608928474, 1.0602636744743572, 1.057515569948327, 1.051342852683576]","[0.0, -3.0463929786869657, -8.334540141886182, -6.856032169339587, -5.789598202046561, -9.521412712703125, -9.015738216391853, -9.01573821639185, -10.130296881043401, -10.225843279419358, -9.972334238113598, -10.124100590642513, -10.195976197094287, -10.850525365521962]","[15.34456200496741, 66.61095580036539, 33.800463771310696, 5.37413231510379, 7.919773938047695, 20.8601188546792, 6.36410405735975, 2.474929355639903, 4.313448305543832, 9.546156086039634, 10.536127828295594]","[8.980457947607652, 13.435330787759481, -2.7577784248558936, 1.131396276863956, 5.303420047799794, 11.73823637246354, 4.10131150363184, 1.2728208114719506, 1.131396276863956, 4.10131150363184, 3.535613365199862]","[40.0, 0.0, 0.0, 0.0]","[17.880287221200973, 4.3659405708124694, -0.8660111822272087, 12.562073925407102]",1.054499935999476,-8.077037799234374,183.1447723173529,51.97351646843798,40.0,33.94229053519334
79,"[1.06, 1.045, 1.0100000000000002, 1.03319895955866, 1.033490874201761, 1.07, 1.0780712054633097, 1.0900000000000003, 1.0821757163460541, 1.0773523512539802, 1.0725244799808353, 1.0659107894677395, 1.0653891373404198, 1.0684423312120979]","[0.0, -0.9003548017127022, -3.431959633657762, -2.995937189238158, -2.4562009449189444, -4.284336013637129, -4.1658243424763866, -4.165824342476385, -4.766590787822082, -4.793067136857294, -4.598895130438943, -4.602003571878903, -4.663558148993414, -5.0772230300764]","[8.030583188260374, 34.860872642125656, 17.689487391651884, 2.812554480681051, 4.144817129424709, 10.917152260538298, 3.3306566218591387, 1.2952553529452207, 2.257445043704528, 4.995984932788713, 5.514087073966801]","[4.699926566401232, 7.031386201702631, -1.4432845361389612, 0.5921167327749582, 2.775547184882617, 6.14321110254019, 2.1464231563092233, 0.6661313243718281, 0.5921167327749582, 2.1464231563092233, 1.8503647899217444]","[40.0, 0.0, 0.0, 0.0]","[-5.157151851345567, -17.259666866870848, -14.71111613262139, 7.3814283536717795]",1.0608254174874898,-3.635841076727464,95.84889611794637,27.200362411849643,40.0,-29.746506497166024
80,"[1.06, 1.045, 1.0099999999999998, 1.0329245738200077, 1.0332560880208244, 1.07, 1.0777630064462125, 1.0900000000000003, 1.081672110100079, 1.0768405017891098, 1.0722188489838884, 1.0656933110913522, 1.0650871369789974, 1.0677932737206877]","[0.0, -0.9829022537086126, -3.6212720779368355, -3.145035359230741, -2.5849742480606084, -4.486445046723318, -4.353161434780067, -4.353161434780066, -4.973686434288618, -5.002801639503267, -4.806339129555973, -4.8151810850514, -4.877143713035646, -5.299962027728146]","[8.316994753149988, 36.104189204918356, 18.32038475578661, 2.912864521840547, 4.292642453238703, 11.306513604512658, 3.449444828495384, 1.3414507666370938, 2.33795705042465, 5.174167242743081, 5.710747549397918]","[4.8675499246546, 7.282161304601371, -1.4947594256813344, 0.6132346361769574, 2.8745373570794883, 6.362309350335931, 2.22297555614147, 0.6898889656990772, 0.6132346361769574, 2.22297555614147, 1.9163582380529918]","[40.0, 0.0, 0.0, 0.0]","[-4.378591109596201, -16.45505753086288, -14.20308419151611, 7.572139071035263]",1.0605892036393687,-3.8072904203130924,99.26735673114499,28.17046609937898,40.0,-27.46459376093993
81,"[1.06, 1.045, 1.01, 1.0359061985455014, 1.0357739537731003, 1.0700000000000003, 1.0811554599930302, 1.0899999999999996, 1.0872548797619268, 1.082529572313582, 1.075621937233563, 1.06813348005742, 1.0684701499311484, 1.0750329266553666]","[0.0, -0.056939736087120454, -1.49420302782601, -1.469477554031317, -1.137742936014487, -2.215855521799956, -2.2477768322856027, -2.247776832285603, -2.6466396796019267, -2.6462310595239273, -2.4755003299570806, -2.419973461020492, -2.477306389325253, -2.797938816367043]","[5.081510115321464, 22.05890566190238, 11.1933725120906, 1.779699395227793, 2.6227148982304334, 6.908043705160517, 2.1075387575065965, 0.8195984056970098, 1.4284429356433603, 3.161308136259898, 3.4891474985387014]","[2.973971357814866, 4.449248488069484, -0.9132667949195259, 0.37467355689006177, 1.7562822979221648, 3.887238152734389, 1.3581916437264736, 0.4215077515013195, 0.37467355689006177, 1.3581916437264736, 1.170854865281443]","[40.0, 0.0, 0.0, 0.0]","[-12.611049105698363, -25.350955320173135, -19.7869413343879, 5.472920015666528]",1.063205611304617,-1.8809544411518446,60.650282021578754,17.211566519637213,40.0,-52.27602574459287
82,"[1.06, 1.045, 1.01, 1.035096974560552, 1.0350982281181285, 1.07, 1.0802248266094059, 1.09, 1.0857144992881749, 1.080956522149132, 1.0746796148955255, 1.06745365286385, 1.0675288613928873, 1.0730254296273904]","[0.0, -0.3148668770192483, -2.0874738087018136, -1.9368932732565474, -1.5414825863096502, -2.8491118746490045, -2.835122595959129, -2.8351225959591284, -3.2957367277233955, -3.303535178872827, -3.125628286468838, -3.0880425735386163, -3.1466767687989416, -3.4956657733255865]","[5.987740663275088, 25.99286499910198, 13.189585424172774, 2.0970888958935783, 3.090446793948433, 8.140016109060605, 2.483394745137131, 0.9657646231088846, 1.6831897717040563, 3.725092117705701, 4.111397966949254]","[3.5043459181379544, 5.242722239733947, -1.0761377228927578, 0.4414923991354902, 2.069495620947611, 4.580483641030709, 1.6004099468661517, 0.49667894902742654, 0.4414923991354902, 1.6004099468661517, 1.379663747298407]","[40.0, 0.0, 0.0, 0.0]","[-10.428754169751628, -22.901823487705244, -18.257018363820954, 6.048787394690777]",1.0624841863932177,-2.418239922898766,71.46658211005749,20.281057085286584,40.0,-45.53880862658705
83,"[1.06, 1.0450000000000002, 1.0099999999999998, 1.0360070873248473, 1.0358577678779335, 1.07, 1.0812720454430098, 1.09, 1.0874483493708387, 1.0827273308694343, 1.075740477793839, 1.068219228003526, 1.068588810270499, 1.075285618986512]","[0.0, -0.02440850262141834, -1.4193333402495003, -1.4104857193649432, -1.0867865830930448, -2.1359410198710775, -2.173647159899269, -2.173647159899269, -2.5647210101884728, -2.563278169963199, -2.393453017436077, -2.3356627599212008, -2.392830917103222, -2.709892641845341]","[4.9669400514277395, 21.561555430621787, 10.9410015879376, 1.739573474232756, 2.5635819620272207, 6.752291774982412, 2.0600212194861576, 0.8011193631335058, 1.3962366043183962, 3.0900318292292397, 3.4104795744826415]","[2.9069188319415797, 4.3489336855818905, -0.8926758617773357, 0.36622599457531707, 1.7166843495717994, 3.799594693718913, 1.3275692303355242, 0.4120042438972317, 0.36622599457531707, 1.3275692303355242, 1.144456233047866]","[40.0, 0.0, 0.0, 0.0]","[-12.880182214146195, -25.658253876579007, -19.978497603217246, 5.40077801142192]",1.0632961939957457,-1.8131491429611455,59.28283287187946,16.823506625803628,40.0,-53.11615568252053
84,"[1.06, 1.0449999999999997, 1.0100000000000002, 1.0365782109579613, 1.036330358387052, 1.07, 1.0819344646304105, 1.09, 1.0885497695348771, 1.0838539701185728, 1.0764161317684346, 1.0687089539904295, 1.0692662226830034, 1.0767265849264587]","[0.0, 0.16137951327018982, -0.9915618675682109, -1.07341121588331, -0.7956219983941715, -1.6793488588986751, -1.750068629283631, -1.7500686292836312, -2.0966561508723998, -2.089310643939103, -1.9246593778366148, -1.853940547787021, -1.9101648858987714, -2.206858740479648]","[4.3114638465086506, 18.716124163185004, 9.497141560512143, 1.510005771127453, 2.2252716627141425, 5.861206611613143, 1.78816472896672, 0.695397394598169, 1.2119783162996662, 2.6822470934500826, 2.96040605128935]","[2.5232991175419284, 3.775014427818633, -0.774871382552246, 0.3178959518163059, 1.4901372741389345, 3.298170500094172, 1.1523728253341088, 0.35763294579334415, 0.3178959518163059, 1.1523728253341088, 0.9934248494259561]","[40.0, 0.0, 0.0, 0.0]","[-14.390922945702343, -27.406347429553314, -21.066429819938705, 4.990879110333616]",1.0638117619283713,-1.4257351452039286,51.45940720026452,14.60334528656155,40.0,-57.872821084860746
